x_au,y_au,z_au
0.09442331253953928,0.9795866771154056,0.0
0.07694450361885269,0.9810254881349684,0.0
0.05944163634333882,0.9821575573553613,0.0
0.04192017865998862,0.9829824524558674,0.0
0.02438560732010253,0.9834998416258485,0.0
0.006843405924729262,0.9837094937780045,0.0
-0.010700937036063285,0.9836112787198401,0.0
-0.028241930149038225,0.9832051672831341,0.0
-0.04577408104775868,0.9824912314112345,0.0
-0.06329189838562249,0.9814696442040358,0.0
-0.08078989381091597,0.9801406799205156,0.0
-0.0982625839428444,0.9785047139387542,0.0
-0.11570449234747895,0.9765622226733736,0.0
-0.13311015151257444,0.9743137834503761,0.0
-0.15047410482019502,0.971760074339387,0.0
-0.1677909085160948,0.968901873943338,0.0
-0.18505513367477994,0.9657400611456627,0.0
-0.2022613681592338,0.9622756148150967,0.0
-0.21940421857421213,0.9585096134682195,0.0
