des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2001 HJ31,13,2452018.576144489,2001-Apr-19 01:50,0.0262876150040048,0.025619413047652,0.0269557776276248,13.3095974917136,13.3019798498706,00:08,23.8
2023 VW,5,2452018.769075081,2001-Apr-19 06:27,0.0455536428210418,0.0315334728387251,0.0825552421738578,8.90265982332099,8.89608733524978,2_09:21,27.99
363116,95,2452027.025269914,2001-Apr-27 12:36,0.019834100277893,0.0198340706606964,0.0198341298950896,18.8893367900437,18.8822235916537,< 00:01,20.32
2025 SY1,1,2452029.661086721,2001-Apr-30 03:52,0.0495882494186305,0.00637638379725046,0.172185280469601,5.52840970734836,5.51868188522585,2_02:58,31.65
2016 CA29,10,2452030.326225132,2001-Apr-30 19:50,0.0478390641887138,0.0455027619202767,0.0583385058886965,6.97293066299695,6.96493851913196,4_10:56,28.7
2015 HQ171,7,2452031.947597316,2001-May-02 10:45,0.0109101062629082,0.00343163977891924,0.0722242670886251,8.89671861161495,8.8692254248575,5_01:11,26.8
2017 KZ2,3,2452040.154863393,2001-May-10 15:43,0.0403327412209072,0.0186463757207458,0.236842314934949,16.5986943269632,16.594713871529,2_02:06,25.0
2001 GP2,21,2452049.262864097,2001-May-19 18:19,0.0279823259714987,0.0279821175681857,0.0279825343750789,1.89898694701848,1.84816429558611,< 00:01,26.4
2025 KB1,7,2452050.188775102,2001-May-20 16:32,0.0281516748584566,0.0261292279047012,0.0304306486079579,8.12313718293118,8.11147724775618,03:55,25.25
2019 AY3,9,2452052.815403121,2001-May-23 07:34,0.0427143901743315,0.0427133657292228,0.0427154146649221,19.5145608342861,19.5113640381773,< 00:01,23.82
2001 KW18,11,2452054.132658210,2001-May-24 15:11,0.0339766693120356,0.0331453904324606,0.0348075973445796,4.27657682410516,4.25820004573536,00:05,26.0
66391,367,2452055.479920603,2001-May-25 23:31,0.0323323893110823,0.0323323891070836,0.0323323895150809,20.4689402716477,20.4649138253067,< 00:01,16.64
2001 KU66,12,2452059.347513856,2001-May-29 20:20,0.01641630452828,0.0163776847046259,0.0164549242715416,10.9167810593849,10.9019032704365,< 00:01,24.1
2001 KM20,18,2452063.735215927,2001-Jun-03 05:39,0.0249351340994535,0.0249348901646943,0.0249353780342199,5.34055961240295,5.32051352028263,< 00:01,23.91
2012 UR138,25,2452065.502180041,2001-Jun-05 00:03,0.0292385209554182,0.0292364787466555,0.0292405631689758,13.0879155963313,13.0809509023162,< 00:01,21.25
2001 JV1,53,2452066.828392876,2001-Jun-06 07:53,0.0460323155688379,0.0460322050155996,0.0460324261220814,9.79587657348407,9.78996589585254,< 00:01,21.50
2009 KW2,11,2452067.177715824,2001-Jun-06 16:16,0.0252679517482218,0.0216329933200502,0.0289269649367931,4.87382435694326,4.8521403456647,1_15:54,26.6
2001 MS3,13,2452068.211155376,2001-Jun-07 17:04,0.023202968989545,0.0230801585092703,0.0233257755603862,8.68575055147889,8.67251956118845,00:01,24.0
2001 LD,38,2452069.732992822,2001-Jun-09 05:36,0.0408161513191462,0.0408160061714971,0.0408162964668069,18.5201107808807,18.5165856271634,< 00:01,20.73
2014 HN178,18,2452074.156528185,2001-Jun-13 15:45,0.0472003002840832,0.0404940095121217,0.0571041289566768,6.94770604236937,6.93957623364544,6_06:36,23.5
2020 UC4,6,2452076.973218439,2001-Jun-16 11:21,0.0153338090890994,0.00566541631176273,0.0715673029726149,8.06134388487216,8.0397596500105,09:16,26.09
2020 MX,28,2452080.340687121,2001-Jun-19 20:11,0.0451073747667389,0.0451063811694222,0.0451083686178256,5.26687464190992,5.25564735145211,00:03,23.95
2003 YN107,18,2452086.548018846,2001-Jun-26 01:09,0.0164554846036179,0.0164544269544399,0.0164565426286967,2.28416957678052,2.21214596529245,< 00:01,26.5
2008 KV2,56,2452087.643072364,2001-Jun-27 03:26,0.0499309859875106,0.0499305305385692,0.0499314414428778,11.7206544066735,11.7161005985221,< 00:01,21.26
2020 KQ7,11,2452088.565729562,2001-Jun-28 01:35,0.0115455935105789,0.0114883732262713,0.0120315884137803,3.36044342120777,3.29105183682949,00:55,26.5
2020 MK3,5,2452090.597337189,2001-Jun-30 02:20,0.0164029449869856,0.0160446099025442,0.016761410190263,7.79413286444189,7.77326372530025,02:10,25.8
2001 NY1,10,2452092.789608843,2001-Jul-02 06:57,0.021867574687315,0.0218597149098892,0.0218754344439698,9.69429263866941,9.68171562818677,00:02,23.2
2012 KT12,10,2452098.377343965,2001-Jul-07 21:03,0.0312118929611204,0.0312078310839898,0.0312159573418204,3.66972346347972,3.64638662546307,00:09,26.8
2022 OX,3,2452105.614357704,2001-Jul-15 02:45,0.0314925237589715,0.000205550312364554,0.159857177203297,11.2781189060581,11.270614562063,8_09:12,22.58
2020 BR2,8,2452106.642192804,2001-Jul-16 03:25,0.040457671336345,0.0264043522048812,0.0576037183682812,5.43387056613393,5.42173703149886,1_12:29,25.8
2022 YG,9,2452108.108423919,2001-Jul-17 14:36,0.0286261417249781,0.0286197283557439,0.0286325557458,5.25278999815996,5.23504018079268,< 00:01,26.75
2023 NR1,12,2452109.988239270,2001-Jul-19 11:43,0.0389801327701656,0.0364931524740644,0.0414671016440321,15.9174117971398,15.9131168760738,04:59,23.28
54509,88,2452116.299790278,2001-Jul-25 19:12,0.0120175024253522,0.012017486896152,0.0120175179545537,7.13453989549972,7.10339541302071,< 00:01,22.66
2021 BD3,5,2452117.224094283,2001-Jul-26 17:23,0.0231754839597736,0.0155642051043751,0.11310373152514,7.56782863897721,7.55262145425435,5_15:08,25.72
2020 FT3,13,2452121.407442322,2001-Jul-30 21:47,0.0300078435320792,0.0242070559986245,0.0358106035528055,7.91104614468302,7.89981427486463,1_05:20,23.1
2024 PO,2,2452123.085430724,2001-Aug-01 14:03,0.0458874946909724,0.00204899782948708,0.176932154143924,11.3361989978171,11.3310757106744,7_04:11,26.96
2001 OC36,11,2452125.007845106,2001-Aug-03 12:11,0.0355543062318503,0.0350027452373935,0.0361058545077798,14.2058182347713,14.2005418731168,< 00:01,22.9
2018 QS,14,2452127.091290193,2001-Aug-05 14:11,0.0287348256521607,0.0016098596674237,0.06181119294224,8.68495991830427,8.67427667390507,9_19:25,26.3
2008 CS1,38,2452129.478506306,2001-Aug-07 23:29,0.0482670077396294,0.0482651640719626,0.0482688514086543,19.6760842338963,19.673278449642,< 00:01,20.09
2001 QE71,17,2452136.980523889,2001-Aug-15 11:32,0.00898280303581944,0.00896713856062144,0.00899846645131933,5.32612752176072,5.27014177332057,< 00:01,24.4
2016 FU12,5,2452138.472332219,2001-Aug-16 23:20,0.0421755044508513,0.0379830417461334,0.0512441344372073,3.97371032794845,3.95777990622819,1_03:57,26.9
2024 QH,5,2452139.310885648,2001-Aug-17 19:28,0.0317114037089241,0.0291792167652339,0.080015160175958,10.0294581139866,10.0210770160052,2_01:52,24.95
2006 QQ23,27,2452148.620671212,2001-Aug-27 02:54,0.0337106674295113,0.0337101839580783,0.0337111509042633,5.49637849861911,5.48197932329899,< 00:01,19.71
2001 PJ29,20,2452150.201928637,2001-Aug-28 16:51,0.0479835443331102,0.0477316790135473,0.0482354071760342,10.886811491141,10.881709718495,< 00:01,23.0
2001 RQ17,29,2452152.365041530,2001-Aug-30 20:46,0.0453111737758682,0.0453110410758199,0.0453113064759166,8.00109667613068,7.99374380208184,< 00:01,22.67
2025 CF,2,2452155.229209240,2001-Sep-02 17:30,0.0439841756719992,0.0399780111023559,0.048998577287596,11.3139418330697,11.3085862746761,07:56,29.86
2022 LY1,3,2452157.120257669,2001-Sep-04 14:53,0.0303735522664609,0.0259484602024269,0.0703864084547558,7.57848150911713,7.56689729367941,8_18:43,27.26
2020 TY4,15,2452157.315941811,2001-Sep-04 19:35,0.0350675274637664,0.018635678418717,0.0552464737535283,8.09338470856338,8.08399117199736,7_13:04,24.02
2017 DR35,6,2452158.403067319,2001-Sep-05 21:40,0.0332077946211632,0.0261410015089594,0.102269947455551,6.16937508685089,6.15635572674894,5_08:17,26.3
2023 HG1,4,2452161.493886951,2001-Sep-08 23:51,0.0260547883555717,0.0249637126242973,0.0276481132461255,2.68420223907268,2.64582930357651,19:43,26.33
2024 RH7,1,2452161.550553662,2001-Sep-09 01:13,0.0032390806808343,0.000531591186897728,0.13941796749769,13.7634984517655,13.7036010773705,6_18:38,29.84
2001 RO3,15,2452161.829726680,2001-Sep-09 07:55,0.0278270036922038,0.0277706549878829,0.0278833519068541,9.31655426867233,9.30627102000562,< 00:01,23.5
2020 RG2,3,2452163.888062263,2001-Sep-11 09:19,0.0150115775140172,0.00787927379012683,0.157168017128167,14.4225816765335,14.4102696816512,5_12:07,27.1
194006,84,2452165.162618926,2001-Sep-12 15:54,0.0281989054311841,0.0281987154818483,0.0281990953805761,10.8806888569323,10.8720013107284,< 00:01,20.46
2001 QF96,17,2452165.225797007,2001-Sep-12 17:25,0.0324478177224633,0.0323364827532496,0.0325591502161091,7.14524406922559,7.13374243702372,< 00:01,24.5
2022 BT,5,2452165.677601994,2001-Sep-13 04:16,0.0420337197230123,0.0377843069225251,0.0600345894901222,3.22721715921023,3.2075149895447,3_09:44,29.82
465617,31,2452167.571209599,2001-Sep-15 01:43,0.0328423995142991,0.0328419707607448,0.0328428283732197,6.57154566043066,6.55918850630154,< 00:01,21.36
2001 FR85,13,2452168.318244805,2001-Sep-15 19:38,0.0408415171005654,0.0408317045632753,0.0408513326711534,2.94750449367772,2.92528695690645,00:08,24.8
2019 XR1,11,2452169.019065232,2001-Sep-16 12:27,0.0434568322199249,0.0424101172350516,0.044525202574574,11.1739964996582,11.1685080152749,07:32,26.1
875236,30,2452169.123006111,2001-Sep-16 14:57,0.0477154461540995,0.0477149748647432,0.0477159174434966,14.3201190391104,14.316219027655,< 00:01,22.52
2001 SZ169,8,2452171.549421810,2001-Sep-19 01:11,0.0320967150834714,0.0316560875552413,0.032537247524844,4.60354128126012,4.58547316688806,00:04,25.1
2001 SD286,10,2452174.564033362,2001-Sep-22 01:32,0.0204336766895038,0.0200486465351325,0.0208186835705119,12.746712467917,12.7364785477361,< 00:01,25.3
2024 VP4,5,2452177.073991270,2001-Sep-24 13:47,0.0472121845396524,0.00172879312054348,0.0915503328060002,4.94169221540301,4.93025855535113,9_05:48,28.67
2001 SP263,12,2452178.826519534,2001-Sep-26 07:50,0.0133080012293126,0.0133061420393867,0.0133098604175212,10.3868203431838,10.3675264241609,< 00:01,25.7
2001 SE270,8,2452182.201720827,2001-Sep-29 16:50,0.0172888765316476,0.0171282669767245,0.0174494814668002,14.2462327872066,14.2354107123521,< 00:01,25.1
2001 TY1,13,2452186.926184386,2001-Oct-04 10:14,0.0128860996585484,0.0128795550208993,0.012892644265252,9.51164658742633,9.48988290868525,< 00:01,25.0
2001 SY269,13,2452187.125717582,2001-Oct-04 15:01,0.0433062491997551,0.0433058290250881,0.0433066693747962,17.6740866228521,17.6706051133601,< 00:01,21.5
2001 TD,12,2452187.607559075,2001-Oct-05 02:35,0.0135424598882649,0.013473009865564,0.0136119038848967,6.69482484073395,6.6653716772334,< 00:01,25.1
2017 FQ127,7,2452188.373477945,2001-Oct-05 20:58,0.0199393254953467,0.0192925413322951,0.0205864226405113,13.817716318319,13.8080420599806,00:44,26.3
2001 TB,9,2452191.149189482,2001-Oct-08 15:35,0.00643248462855051,0.00640179705191848,0.00646317063858122,12.4759334122602,12.4426873974505,< 00:01,24.4
2001 UO,8,2452193.869248942,2001-Oct-11 08:52,0.0225829835437724,0.0223396893643958,0.0228262729493272,15.8602047486369,15.8527638714477,00:05,24.1
2025 EM,3,2452197.677344670,2001-Oct-15 04:15,0.0438914796770888,0.0404812918635152,0.0472883833911647,1.72847084891657,1.69298533099895,7_17:49,28.09
2024 UV,3,2452199.410926486,2001-Oct-16 21:52,0.0219562217526476,0.0206826667060063,0.0620728326672765,12.8054878248853,12.7960075831722,1_00:31,24.97
2022 US5,2,2452201.791450365,2001-Oct-19 07:00,0.0284663542486852,0.023057848217417,0.0676612779580609,8.43926073744379,8.42816230186299,3_00:26,26.64
2001 UP,19,2452203.856807958,2001-Oct-21 08:34,0.00627477052682336,0.00627428853929673,0.00627525251417416,8.34570922640219,8.29467268745409,< 00:01,25.7
2020 TK4,10,2452206.951078841,2001-Oct-24 10:50,0.0448165815028268,0.0130608114521389,0.0849533204897406,10.578698949726,10.573077390632,00:11,26.3
2020 XJ4,6,2452207.025067240,2001-Oct-24 12:36,0.0456575795995763,0.0347252662175403,0.0572744614558301,3.36995156333161,3.35258971372014,2_15:02,24.7
2010 UE51,30,2452207.075446077,2001-Oct-24 13:49,0.0266237983087821,0.0266151263082961,0.0266324701445873,1.56966511939623,1.50455670231021,00:04,28.46
2010 FN,11,2452207.315963766,2001-Oct-24 19:35,0.0251270019850921,0.00165078292563623,0.0522655799558763,6.08592004429439,6.06847112760752,07:23,26.6
2001 UD18,8,2452208.704958940,2001-Oct-26 04:55,0.0129940181414598,0.0128367674483591,0.0131512211503177,5.94837285895934,5.91380005262619,00:16,27.6
2001 UU16,8,2452208.748252871,2001-Oct-26 05:57,0.0312166345929331,0.0311000545769828,0.0313332129069364,9.33484056273059,9.325692434839,00:01,24.9
2001 UT16,8,2452208.912134661,2001-Oct-26 09:53,0.0250081612181761,0.0242100402354214,0.0258061404957409,7.77795563403829,7.76424529884139,01:08,25.5
2001 UF5,14,2452211.974644818,2001-Oct-29 11:23,0.0195359373434694,0.019341391533691,0.0197304798671095,17.8116251930255,17.8039662658899,< 00:01,22.7
2021 CF8,17,2452215.456069568,2001-Nov-01 22:57,0.0345295816090705,0.0256307483067155,0.0607568515729859,11.9505164354468,11.9440576368403,13:11,24.05
2001 WH49,8,2452216.955256293,2001-Nov-03 10:56,0.0323312935033286,0.0185658371790041,0.0462632591487184,5.64900863235031,5.6344010307328,5_20:14,26.0
2017 JQ1,2,2452217.373012982,2001-Nov-03 20:57,0.010997307585809,0.00452451817131578,0.0771361614303272,11.3655661667054,11.3442287042979,3_11:45,29.3
2021 VH1,4,2452221.329618904,2001-Nov-07 19:55,0.0468072524528391,0.0206776687975846,0.0825877852170319,12.2667149842733,12.2620735403864,1_15:49,26.42
2001 VM5,9,2452221.685062301,2001-Nov-08 04:26,0.0148956283049546,0.0145486101198849,0.0152425635026574,8.32681380044411,8.30530402022296,< 00:01,25.1
2017 VW13,30,2452221.953663860,2001-Nov-08 10:53,0.000803236221299779,0.00078931142722583,0.00804921028603937,11.3717646222861,11.0762209305753,1_04:02,20.63
2012 VC26,6,2452224.889358605,2001-Nov-11 09:21,0.0168517118040061,0.00887326431383667,0.0249698557143624,4.98886711620304,4.95707257902021,12:05,28.7
2022 VN1,10,2452225.130991563,2001-Nov-11 15:09,0.0351837807085103,0.007294774254412,0.0871151562853852,12.7532608262106,12.7473213280492,1_20:24,25.06
2001 VD2,8,2452225.493021178,2001-Nov-11 23:50,0.0220486872976915,0.0218792360476843,0.022218129348123,8.29121404160651,8.27662610999997,< 00:01,25.6
2001 VG16,10,2452226.671305900,2001-Nov-13 04:07,0.0169802816116883,0.0168620649497039,0.0170984914227981,8.70269605354575,8.68464659196947,< 00:01,25.3
2001 VE2,13,2452230.603421423,2001-Nov-17 02:29,0.0161090423165999,0.0160463578888612,0.016171721010767,5.31969204261181,5.28850810700586,< 00:01,25.0
2001 WJ15,11,2452231.169630554,2001-Nov-17 16:04,0.0114774080315423,0.0114632593489808,0.0114915566788173,17.7349436470362,17.7218488405336,< 00:01,23.6
2001 XP31,15,2452231.917431274,2001-Nov-18 10:01,0.0186397371098544,0.0186390217734764,0.0186404524620632,12.8462195823834,12.8350872683326,< 00:01,22.16
2001 WO15,17,2452233.948291431,2001-Nov-20 10:46,0.0284581188259966,0.0284568708413011,0.0284593668112922,10.0940353908853,10.0847555394524,< 00:01,22.6
2001 WJ4,8,2452234.357600073,2001-Nov-20 20:35,0.00527572676326705,0.0052705621333746,0.00528089102984954,5.37252255817467,5.27768023570313,< 00:01,27.4
2020 VX4,7,2452235.118765901,2001-Nov-21 14:51,0.036686581407769,0.000119190962624661,0.0973903185973208,10.1867213584047,10.1795891709897,4_18:34,27.5
2021 VQ3,3,2452235.895749118,2001-Nov-22 09:30,0.027065935180217,0.0197671487343532,0.126342395818892,10.4409100451587,10.4314771025206,8_19:57,26.17
2001 VE76,10,2452237.679193607,2001-Nov-24 04:18,0.0389514544951966,0.0378782243046894,0.0400246314354129,12.3155417356978,12.3099861081233,< 00:01,23.6
2001 WV1,11,2452239.765161626,2001-Nov-26 06:22,0.0328028270014442,0.0325616626352118,0.0330439868137612,11.1389757548386,11.1316812124826,< 00:01,23.03
2001 WM15,12,2452242.830145110,2001-Nov-29 07:55,0.00485830498737882,0.00483077861903433,0.00488582990584915,15.2237345256486,15.1876666014672,< 00:01,25.0
2024 XB,5,2452243.254616635,2001-Nov-29 18:07,0.024693795364118,0.0139689736297044,0.0356268466889646,11.7176374742291,11.7084254472291,05:25,26.12
2014 WY119,6,2452245.067798462,2001-Dec-01 13:38,0.0496496056279034,0.0132413296220036,0.0893580516228217,4.57451280452548,4.56276627270089,5_10:39,26.3
2021 XF,2,2452245.606597649,2001-Dec-02 02:34,0.0295530911471831,0.0072470843406637,0.0915074542058762,7.28867456866841,7.2762943054495,9_07:24,28.35
2001 XH16,11,2452246.248350260,2001-Dec-02 17:58,0.021236890550378,0.0208567631504923,0.0216170029301996,14.8788629182981,14.8704281180277,00:02,24.8
2022 UJ65,5,2452248.100451677,2001-Dec-04 14:25,0.0262223370813696,0.00488471119552596,0.0492685094408586,14.9442287340481,14.937427835653,2_01:08,21.98
2020 WM5,37,2452250.464634419,2001-Dec-06 23:09,0.0378180257387882,0.0324795797953164,0.0446443477219326,18.1440647155116,18.1401811968383,19:08,20.19
2001 XX4,13,2452250.939562798,2001-Dec-07 10:33,0.0194921832243294,0.0194908033215885,0.0194935631276708,17.3461095224367,17.338227303887,< 00:01,22.1
2001 YD1,10,2452254.552083460,2001-Dec-11 01:15,0.0178274545818105,0.0175660031348641,0.0180888927541977,13.0118422904827,13.0003508083931,00:03,24.4
2001 XG1,24,2452255.096099340,2001-Dec-11 14:18,0.0224568777344048,0.0224566402509913,0.0224571152178222,13.6350291614858,13.6263246268229,< 00:01,23.2
2019 XB,24,2452258.327017425,2001-Dec-14 19:51,0.03486189012771,0.0348607972984904,0.0348629829688553,8.02371726060245,8.0141861429772,< 00:01,23.53
2001 YN2,14,2452258.653081295,2001-Dec-15 03:40,0.0089101326891974,0.00884712092411612,0.0089731430453201,18.8580139766815,18.8421498947939,00:01,25.4
33342,216,2452259.735971101,2001-Dec-16 05:40,0.0124855382072724,0.0124855367969172,0.0124855396176275,8.88037366870222,8.85630995426953,< 00:01,18.02
2022 XC1,7,2452261.775461395,2001-Dec-18 06:37,0.0161902160123498,0.0115976828447204,0.143706080409695,7.28371225246242,7.26108237951074,9_09:32,26.17
2019 YC2,3,2452262.881990905,2001-Dec-19 09:10,0.0436716987337298,0.0392559228019087,0.0483519844787067,6.1277256251382,6.11776087936661,00:28,26.8
2001 YC1,9,2452262.953205572,2001-Dec-19 10:53,0.0402291306595637,0.0388805255424315,0.041577659641749,12.5374702453561,12.5321863608104,00:02,24.93
2001 XX103,11,2452264.236754980,2001-Dec-20 17:41,0.0172940052215725,0.0172151307220988,0.0173728790410644,18.0718913971544,18.0633640167352,< 00:01,23.6
2023 MJ,7,2452270.576874218,2001-Dec-27 01:51,0.0273735434720593,0.0273083709285638,0.027440914491081,8.43944933892888,8.42790778480764,00:01,23.66
2002 AS4,15,2452276.356482542,2002-Jan-01 20:33,0.0380455066644653,0.0380439829184081,0.0380470304185804,29.567817333438,29.5654486495047,< 00:01,22.26
2002 AE29,9,2452277.282164032,2002-Jan-02 18:46,0.031293481300029,0.0300135802204811,0.0325732463450218,11.4480735080089,11.4406336060791,00:11,24.6
480883,76,2452279.846451408,2002-Jan-05 08:19,0.033751326987022,0.0337512435907377,0.0337514103834119,12.5794012322298,12.5731239752669,< 00:01,20.92
2019 QW2,8,2452280.855842417,2002-Jan-06 08:32,0.0362903479789827,0.0361320124896483,0.036448750534933,4.29981248939455,4.28270301677186,00:23,24.8
2021 AC,17,2452281.003677567,2002-Jan-06 12:05,0.0256794407555423,0.0256273568789074,0.025732156175992,14.0139557867527,14.0065498359409,00:04,23.68
2002 AV,31,2452281.156233142,2002-Jan-06 15:45,0.0371086142299208,0.0371085847186529,0.0371086437412288,15.5204174235076,15.5157904292102,< 00:01,20.9
2001 YB5,7,2452281.817708356,2002-Jan-07 07:38,0.0055625453089654,0.00555362096017079,0.00557146962893575,30.5883993302741,30.5727356700177,< 00:01,20.74
2002 AA29,23,2452283.427508581,2002-Jan-08 22:16,0.0428813148626528,0.0428805545995216,0.0428820751257474,5.86011284324283,5.84950000065518,< 00:01,24.1
2001 YP3,35,2452289.337843429,2002-Jan-14 20:06,0.0324011563448129,0.0324010139508995,0.0324012987387262,10.3088323974824,10.3008522577492,< 00:01,22.0
2020 AB2,5,2452289.505008406,2002-Jan-15 00:07,0.0374699525718737,0.00807379853239742,0.136791665959392,9.25983044007637,9.25214787272538,2_17:27,27.0
2009 BG,16,2452289.669793925,2002-Jan-15 04:05,0.0141544313086228,0.00829044465490425,0.0483134433851533,8.08841909623312,8.06511230709374,2_06:02,25.5
2002 AO11,12,2452290.604582590,2002-Jan-16 02:31,0.0309738181504634,0.0309711581354897,0.0309764782860985,8.69177185074399,8.6818690790465,< 00:01,23.05
2002 AN129,8,2452291.969569029,2002-Jan-17 11:16,0.0119402107009419,0.0114756771489072,0.0124046263482408,11.8097399801322,11.790829268002,00:01,26.2
2002 BM,9,2452294.439260722,2002-Jan-19 22:33,0.0314751865643391,0.030459585617835,0.0324906890252405,10.6279161392969,10.6199479662097,00:02,24.1
